date,Sentiment score,Relatedness,score
2021/10/22,-70,60,1
2021/10/22,-20,60,1
2021/10/22,60,70,1
2021/10/22,80,90,1
2021/10/22,-30,60,1
2021/10/22,-60,30,1
2021/10/22,-20,60,1
2021/10/22,-80,70,1
2021/10/22,-60,70,1
2021/10/22,-20,70,1
2021/10/22,-70,60,1
2021/10/22,70,50,1
2021/10/22,-80,90,1
2021/10/22,70,85,1
2021/10/22,60,40,1
2021/10/22,-60,20,1
2021/10/22,70,80,1
2021/10/22,-70,20,1
2021/10/22,60,80,1
2021/10/22,30,70,1
2021/10/22,-30,10,1
2021/10/22,-70,90,1
2021/10/22,50,20,1
2021/10/22,0,50,1
2021/10/22,-70,80,1
2021/10/22,70,85,1
2021/10/23,-80,20,1
2021/10/23,60,90,1
2021/10/23,50,30,1
2021/10/23,60,70,1
2021/10/23,0,30,1
2021/10/23,-60,80,1
2021/10/23,50,10,1
2021/10/23,60,40,1
2021/10/24,60,80,1
2021/10/24,-50,60,1
2021/10/24,-65,60,1
2021/10/24,80,90,1
2021/10/24,-80,70,1
2021/10/24,-70,30,1
2021/10/24,25,60,1
2021/10/24,50,85,1
2021/10/24,20,60,1
2021/10/24,0,20,1
2021/10/24,80,60,1
2021/10/24,70,80,1
2021/10/25,10,90,1
2021/10/25,65,80,1
2021/10/25,50,20,1
2021/10/25,80,90,1
2021/10/25,-60,80,1
2021/10/25,30,70,1
2021/10/25,70,80,1
2021/10/25,-70,30,1
2021/10/25,-50,20,1
2021/10/25,-70,85,1
2021/10/25,-80,60,1
2021/10/25,60,80,1
2021/10/25,60,20,1
2021/10/25,-20,30,1
2021/10/25,-70,85,1
2021/10/25,60,80,1
2021/10/25,-70,60,1
2021/10/25,-90,30,1
2021/10/25,10,20,1
2021/10/25,-70,15,1
2021/10/25,20,50,1
2021/10/25,-80,60,1
2021/10/25,10,20,1
2021/10/25,0,20,1
2021/10/25,-65,20,1
2021/10/25,75,90,1
2021/10/25,-80,60,1
2021/10/25,75,85,1
2021/10/25,-60,70,1
2021/10/25,-70,30,1
2021/10/25,-50,30,1
2021/10/25,-80,60,1
2021/10/25,-80,20,1
2021/10/25,30,70,1
2021/10/25,70,90,1
2021/10/26,50,70,1
2021/10/26,20,40,1
2021/10/26,10,70,1
2021/10/26,-30,20,1
2021/10/26,-70,60,1
2021/10/26,-80,60,1
2021/10/26,-80,70,1
2021/10/26,-90,80,1
2021/10/26,15,80,1
2021/10/26,-60,20,1
2021/10/26,-30,60,1
2021/10/26,0,50,1
2021/10/26,-70,60,1
2021/10/26,-70,20,1
2021/10/26,50,70,1
2021/10/26,70,80,1
2021/10/26,60,80,1
2021/10/26,-70,20,1
2021/10/26,-85,40,1
2021/10/26,-10,40,1
2021/10/26,0,10,1
2021/10/26,70,85,1
2021/10/26,0,20,1
2021/10/26,5,20,1
2021/10/26,-70,50,1
2021/10/26,20,60,1
2021/10/26,60,80,1
2021/10/26,-5,30,1
2021/10/26,-30,70,1
2021/10/27,10,60,1
2021/10/27,-70,20,1
2021/10/27,-70,60,1
2021/10/27,70,90,1
2021/10/27,-70,20,1
2021/10/27,-90,20,1
2021/10/27,-80,30,1
2021/10/27,0,20,1
2021/10/27,0,20,1
2021/10/27,0,10,1
2021/10/27,0,50,1
2021/10/27,0,10,1
2021/10/27,10,5,1
2021/10/27,0,30,1
2021/10/27,-10,10,1
2021/10/27,0,50,1
2021/10/27,-90,10,1
2021/10/27,-50,20,1
2021/10/27,60,80,1
2021/10/27,0,10,1
2021/10/27,0,10,1
2021/10/27,-80,20,1
2021/10/27,-80,60,1
2021/10/27,-80,20,1
2021/10/27,30,70,1
2021/10/27,-10,20,1
2021/10/27,70,85,1
2021/10/27,-70,60,1
2021/10/27,20,80,1
2021/10/27,70,60,1
2021/10/27,-80,90,1
2021/10/27,70,60,1
2021/10/27,0,20,1
2021/10/27,-80,60,1
2021/10/27,-70,10,1
2021/10/27,0,30,1
2021/10/27,-70,60,1
2021/10/27,80,90,1
2021/10/27,50,70,1
2021/10/27,-70,20,1
2021/10/27,-70,60,1
2021/10/27,75,90,1
2021/10/27,50,70,1
2021/10/27,80,90,1
2021/10/27,10,20,1
2021/10/27,50,60,1
2021/10/27,-50,20,1
2021/10/28,0,70,1
2021/10/28,-80,20,1
2021/10/28,-20,70,1
2021/10/28,-20,70,1
2021/10/28,60,80,1
2021/10/28,-60,30,1
2021/10/28,-50,70,1
2021/10/28,50,70,1
2021/10/28,-60,20,1
2021/10/28,40,60,1
2021/10/28,-70,20,1
2021/10/28,-30,60,1
2021/10/28,-20,60,1
2021/10/28,-80,60,1
2021/10/28,-10,60,1
2021/10/28,60,80,1
2021/10/28,-20,40,1
2021/10/28,-20,45,1
2021/10/28,20,60,1
2021/10/28,-70,80,1
2021/10/28,60,20,1
2021/10/28,-50,65,1
2021/10/28,-20,60,1
2021/10/28,50,70,1
2021/10/28,60,80,1
2021/10/28,-60,20,1
2021/10/28,-50,70,1
2021/10/28,30,70,1
2021/10/28,-60,70,1
2021/10/28,-60,70,1
2021/10/28,5,30,1
2021/10/28,-70,30,1
2021/10/28,-60,80,1
2021/10/28,-20,60,1
2021/10/28,-10,20,1
2021/10/28,-80,20,1
2021/10/28,0,25,1
2021/10/28,-80,20,1
2021/10/28,-60,70,1
2021/10/28,-70,30,1
2021/10/28,-80,20,1
2021/10/28,-80,20,1
2021/10/28,-20,40,1
2021/10/28,50,60,1
2021/10/28,5,20,1
2021/10/28,70,80,1
2021/10/28,50,70,1
2021/10/29,25,80,1
2021/10/29,-50,30,1
2021/10/29,-50,20,1
2021/10/29,50,65,1
2021/10/29,-70,80,1
2021/10/29,-80,90,1
2021/10/29,10,5,1
2021/10/29,-70,20,1
2021/10/29,-20,60,1
2021/10/29,70,80,1
2021/10/29,-30,60,1
2021/10/29,-75,10,1
2021/10/29,-80,20,1
2021/10/29,70,80,1
2021/10/29,0,10,1
2021/10/29,20,40,1
2021/10/29,0,10,1
2021/10/29,70,85,1
2021/10/29,-50,70,1
2021/10/29,-30,50,1
2021/10/29,0,40,1
2021/10/29,0,20,1
2021/10/29,0,20,1
2021/10/29,-60,75,1
2021/10/29,-60,20,1
2021/10/29,60,80,1
2021/10/29,-20,70,1
2021/10/29,-70,50,1
2021/10/29,-60,30,1
2021/10/29,-70,20,1
2021/10/29,50,60,1
2021/10/29,0,40,1
2021/10/29,-70,80,1
2021/10/29,50,70,1
2021/10/29,80,90,1
2021/10/29,-80,90,1
2021/10/29,-70,50,1
2021/10/29,50,80,1
2021/10/29,20,70,1
2021/10/29,-40,60,1
2021/10/29,0,20,1
2021/10/29,-80,20,1
2021/10/29,-80,20,1
2021/10/29,40,60,1
2021/10/29,-85,60,1
2021/10/29,-60,40,1
2021/10/30,-70,30,1
2021/10/30,-70,20,1
2021/10/30,60,80,1
2021/10/30,20,60,1
2021/10/30,0,20,1
2021/10/30,50,20,1
2021/10/30,-60,20,1
2021/10/30,-80,60,1
2021/10/30,-80,30,1
2021/10/30,-60,30,1
2021/10/31,-40,70,1
2021/10/31,-20,70,1
2021/10/31,-60,80,1
2021/10/31,-80,50,1
2021/10/31,-20,10,1
2021/10/31,-70,20,1
2021/10/31,70,80,1
2021/11/1,50,10,1
2021/11/1,-10,70,1
2021/11/1,60,70,1
2021/11/1,30,20,1
2021/11/1,0,50,1
2021/11/1,-80,10,1
2021/11/1,70,40,1
2021/11/1,-70,20,1
2021/11/1,20,40,1
2021/11/1,-80,20,1
2021/11/1,-80,20,1
2021/11/1,-80,60,1
2021/11/1,40,20,1
2021/11/1,0,80,1
2021/11/1,-50,30,1
2021/11/1,-70,50,1
2021/11/1,-80,20,1
2021/11/1,-80,60,1
2021/11/1,25,60,1
2021/11/1,-20,5,1
2021/11/1,60,80,1
2021/11/1,70,80,1
2021/11/1,-50,10,1
2021/11/1,-50,20,1
2021/11/1,-90,20,1
2021/11/1,-60,10,1
2021/11/1,60,70,1
2021/11/1,-70,50,1
2021/11/1,-60,80,1
2021/11/1,0,20,1
2021/11/1,-80,20,1
2021/11/1,60,80,1
2021/11/1,70,80,1
2021/11/1,-70,30,1
2021/11/1,-20,70,1
2021/11/1,-80,60,1
2021/11/1,10,50,1
2021/11/1,-40,10,1
2021/11/1,-20,40,1
2021/11/1,5,75,1
2021/11/2,50,70,1
2021/11/2,70,90,1
2021/11/2,-80,20,1
2021/11/2,-70,90,1
2021/11/2,-80,20,1
2021/11/2,50,20,1
2021/11/2,10,30,1
2021/11/2,-10,20,1
2021/11/2,-70,80,1
2021/11/2,-70,40,1
2021/11/2,-30,20,1
2021/11/2,-50,70,1
2021/11/2,70,90,1
2021/11/2,30,40,1
2021/11/2,70,40,1
2021/11/2,60,70,1
2021/11/2,10,20,1
2021/11/2,10,30,1
2021/11/2,100,50,1
2021/11/2,60,40,1
2021/11/2,20,10,1
2021/11/2,0,60,1
2021/11/2,60,80,1
2021/11/2,70,60,1
2021/11/2,60,70,1
2021/11/2,-80,10,1
2021/11/2,65,80,1
2021/11/2,80,90,1
2021/11/2,-40,60,1
2021/11/2,30,60,1
2021/11/2,60,80,1
2021/11/2,80,70,1
2021/11/2,80,40,1
2021/11/2,40,60,1
2021/11/2,-60,20,1
2021/11/2,70,80,1
2021/11/2,60,30,1
2021/11/2,-10,20,1
2021/11/2,40,80,1
2021/11/2,20,60,1
2021/11/2,-70,85,1
2021/11/2,50,60,1
2021/11/3,-70,60,1
2021/11/3,-50,20,1
2021/11/3,-70,20,1
2021/11/3,70,80,1
2021/11/3,-80,90,1
2021/11/3,-20,70,1
2021/11/3,50,70,1
2021/11/3,-90,20,1
2021/11/3,-60,20,1
2021/11/3,40,60,1
2021/11/3,-60,30,1
2021/11/3,-50,70,1
2021/11/3,20,70,1
2021/11/3,-70,20,1
2021/11/3,-60,20,1
2021/11/3,-70,50,1
2021/11/3,60,70,1
2021/11/3,20,60,1
2021/11/3,70,80,1
2021/11/3,-80,90,1
2021/11/3,-80,90,1
2021/11/3,0,20,1
2021/11/3,-80,20,1
2021/11/4,30,10,1
2021/11/4,-50,70,1
2021/11/4,0,20,1
2021/11/4,70,60,1
2021/11/4,70,80,1
2021/11/4,50,20,1
2021/11/4,-80,90,1
2021/11/4,-80,90,1
2021/11/4,70,50,1
2021/11/4,80,60,1
2021/11/4,-80,90,1
2021/11/4,-80,50,1
2021/11/4,50,70,1
2021/11/4,10,30,1
2021/11/4,20,60,1
2021/11/4,70,80,1
2021/11/4,-80,60,1
2021/11/4,-50,10,1
2021/11/4,60,20,1
2021/11/4,-90,20,1
2021/11/4,70,80,1
2021/11/4,-70,40,1
2021/11/4,-50,60,1
2021/11/4,70,80,1
2021/11/4,-80,70,1
2021/11/4,0,10,1
2021/11/4,0,50,1
2021/11/4,-20,30,1
2021/11/4,70,60,1
2021/11/4,50,20,1
2021/11/4,0,20,1
2021/11/4,80,90,1
2021/11/4,-80,20,1
2021/11/4,0,20,1
2021/11/4,0,20,1
2021/11/4,80,60,1
2021/11/4,10,5,1
2021/11/5,10,20,1
2021/11/5,-70,20,1
2021/11/5,0,10,1
2021/11/5,-30,20,1
2021/11/5,-60,20,1
2021/11/5,-70,80,1
2021/11/5,-60,20,1
2021/11/5,-60,80,1
2021/11/5,-70,80,1
2021/11/5,50,70,1
2021/11/5,60,80,1
2021/11/5,80,60,1
2021/11/5,80,90,1
2021/11/5,-70,30,1
2021/11/5,-70,60,1
2021/11/5,0,50,1
2021/11/5,-60,20,1
2021/11/5,70,85,1
2021/11/5,20,50,1
2021/11/5,-70,50,1
2021/11/5,-70,60,1
2021/11/5,0,20,1
2021/11/5,50,80,1
2021/11/6,-10,20,1
2021/11/6,70,90,1
2021/11/6,70,80,1
2021/11/6,20,85,1
2021/11/6,10,70,1
2021/11/6,70,85,1
2021/11/6,70,80,1
2021/11/6,20,60,1
2021/11/6,10,5,1
2021/11/6,70,50,1
2021/11/6,-70,40,1
2021/11/6,10,70,1
2021/11/6,60,20,1
2021/11/7,80,70,1
2021/11/7,-20,70,1
2021/11/7,-60,70,1
2021/11/7,20,80,1
2021/11/7,-10,60,1
2021/11/7,50,20,1
2021/11/8,60,80,1
2021/11/8,-70,20,1
2021/11/8,65,85,1
2021/11/8,70,50,1
2021/11/8,-30,60,1
2021/11/8,-70,80,1
2021/11/8,20,60,1
2021/11/8,5,10,1
2021/11/8,70,80,1
2021/11/8,0,50,1
2021/11/8,0,20,1
2021/11/8,-40,60,1
2021/11/8,70,80,1
2021/11/8,70,50,1
2021/11/8,80,90,1
2021/11/8,-80,60,1
2021/11/8,0,70,1
2021/11/8,50,70,1
2021/11/8,20,40,1
2021/11/8,-80,20,1
2021/11/8,0,50,1
2021/11/8,-80,40,1
2021/11/8,75,90,1
2021/11/8,-70,60,1
2021/11/8,60,80,1
2021/11/8,60,45,1
2021/11/8,-70,20,1
2021/11/8,-80,30,1
2021/11/8,65,80,1
2021/11/8,-70,30,1
2021/11/9,70,80,1
2021/11/9,60,20,1
2021/11/9,-80,20,1
2021/11/9,0,10,1
2021/11/9,-70,20,1
2021/11/9,-80,10,1
2021/11/9,0,50,1
2021/11/9,-70,60,1
2021/11/9,0,20,1
2021/11/9,-50,20,1
2021/11/9,0,30,1
2021/11/9,70,60,1
2021/11/9,-60,40,1
2021/11/9,70,60,1
2021/11/9,-20,30,1
2021/11/9,-70,80,1
2021/11/9,-80,10,1
2021/11/9,20,60,1
2021/11/9,30,60,1
2021/11/9,0,20,1
2021/11/9,-50,20,1
2021/11/9,-80,10,1
2021/11/9,-80,60,1
2021/11/9,30,60,1
2021/11/9,50,20,1
2021/11/9,20,50,1
2021/11/9,-70,60,1
2021/11/9,40,60,1
2021/11/9,-70,10,1
2021/11/9,-10,5,1
2021/11/9,0,20,1
2021/11/10,-70,10,1
2021/11/10,-30,60,1
2021/11/10,70,20,1
2021/11/10,-70,30,1
2021/11/10,-70,20,1
2021/11/10,0,50,1
2021/11/10,-10,30,1
2021/11/10,80,70,1
2021/11/10,-70,30,1
2021/11/10,-70,90,1
2021/11/10,80,70,1
2021/11/10,60,80,1
2021/11/10,-50,20,1
2021/11/10,70,80,1
2021/11/10,0,50,1
2021/11/10,-70,10,1
2021/11/10,50,60,1
2021/11/10,-50,10,1
2021/11/10,70,60,1
2021/11/10,10,75,1
2021/11/10,-80,15,1
2021/11/10,-20,60,1
2021/11/10,50,80,1
2021/11/10,-80,30,1
2021/11/10,-80,60,1
2021/11/10,-80,60,1
2021/11/10,-60,30,1
2021/11/10,65,80,1
2021/11/10,-50,0,1
2021/11/10,-60,80,1
2021/11/10,-70,30,1
2021/11/10,-30,60,1
2021/11/10,80,90,1
2021/11/10,60,80,1
2021/11/10,-80,20,1
2021/11/10,70,80,1
2021/11/10,0,40,1
2021/11/10,10,20,1
2021/11/10,80,60,1
2021/11/10,-75,20,1
2021/11/10,-80,60,1
2021/11/10,-50,20,1
2021/11/11,-70,60,1
2021/11/11,-60,20,1
2021/11/11,-80,60,1
2021/11/11,-80,60,1
2021/11/11,-80,60,1
2021/11/11,-80,10,1
2021/11/11,70,80,1
2021/11/11,70,85,1
2021/11/11,-80,20,1
2021/11/11,80,70,1
2021/11/11,20,60,1
2021/11/11,0,0,1
2021/11/11,10,30,1
2021/11/11,-80,60,1
2021/11/11,70,50,1
2021/11/11,-70,90,1
2021/11/11,0,30,1
2021/11/11,50,20,1
2021/11/11,70,90,1
2021/11/11,-60,20,1
2021/11/11,0,60,1
2021/11/11,0,50,1
2021/11/11,-80,10,1
2021/11/11,-70,20,1
2021/11/11,-50,20,1
2021/11/11,-20,10,1
2021/11/11,60,75,1
2021/11/11,0,20,1
2021/11/11,-70,50,1
2021/11/11,70,80,1
2021/11/11,20,70,1
2021/11/11,-20,70,1
2021/11/11,-70,80,1
2021/11/11,-80,20,1
2021/11/11,0,20,1
2021/11/11,-50,20,1
2021/11/11,-20,10,1
2021/11/11,10,30,1
2021/11/11,-70,50,1
2021/11/11,80,50,1
2021/11/11,50,60,1
2021/11/11,60,30,1
2021/11/11,60,80,1
2021/11/11,-80,60,1
2021/11/11,-80,20,1
2021/11/11,60,70,1
2021/11/11,-80,60,1
2021/11/11,0,10,1
2021/11/11,-30,10,1
2021/11/11,-50,30,1
2021/11/11,0,10,1
2021/11/11,-70,20,1
2021/11/11,-70,20,1
2021/11/11,-80,20,1
2021/11/11,70,80,1
2021/11/11,60,80,1
2021/11/11,-50,30,1
2021/11/11,-80,20,1
2021/11/11,-70,20,1
2021/11/11,-90,20,1
2021/11/11,80,20,1
2021/11/11,50,10,1
2021/11/11,-85,60,1
2021/11/11,-65,30,1
2021/11/11,-70,10,1
2021/11/11,-60,70,1
2021/11/11,30,70,1
2021/11/11,-50,70,1
2021/11/11,70,80,1
2021/11/11,0,20,1
2021/11/11,-80,40,1
2021/11/11,50,80,1
2021/11/12,60,30,1
2021/11/12,-70,80,1
2021/11/12,-60,30,1
2021/11/12,-70,60,1
2021/11/12,-70,20,1
2021/11/12,0,10,1
2021/11/12,65,80,1
2021/11/12,60,70,1
2021/11/12,70,85,1
2021/11/12,50,60,1
2021/11/12,10,20,1
2021/11/12,20,60,1
2021/11/12,-70,80,1
2021/11/12,0,50,1
2021/11/12,-60,20,1
2021/11/12,0,20,1
2021/11/12,30,50,1
2021/11/13,-80,70,1
2021/11/13,20,80,1
2021/11/13,20,5,1
2021/11/13,60,80,1
2021/11/13,-20,60,1
2021/11/13,50,70,1
2021/11/13,-70,30,1
2021/11/13,70,85,1
2021/11/14,60,80,1
2021/11/14,-20,60,1
2021/11/14,10,80,1
2021/11/14,-50,60,1
2021/11/14,70,20,1
2021/11/15,-80,20,1
2021/11/15,-70,80,1
2021/11/15,-70,60,1
2021/11/15,-80,90,1
2021/11/15,-80,30,1
2021/11/15,-20,60,1
2021/11/15,30,60,1
2021/11/15,-60,40,1
2021/11/15,-90,10,1
2021/11/15,-70,30,1
2021/11/15,0,50,1
2021/11/15,-75,40,1
2021/11/15,80,90,1
2021/11/15,-60,20,1
2021/11/15,60,80,1
2021/11/15,60,80,1
2021/11/15,20,60,1
2021/11/15,20,10,1
2021/11/15,-40,30,1
2021/11/15,30,70,1
2021/11/15,0,15,1
2021/11/15,-70,20,1
2021/11/15,50,20,1
2021/11/15,-80,20,1
2021/11/16,-60,30,1
2021/11/16,-80,20,1
2021/11/16,-80,70,1
2021/11/16,80,95,1
2021/11/16,10,50,1
2021/11/16,60,80,1
2021/11/16,-80,10,1
2021/11/16,-60,40,1
2021/11/16,60,80,1
2021/11/16,-80,60,1
2021/11/16,30,40,1
2021/11/16,70,90,1
2021/11/16,20,60,1
2021/11/16,70,80,1
2021/11/16,-70,30,1
2021/11/16,60,80,1
2021/11/16,80,90,1
2021/11/16,-20,70,1
2021/11/16,20,50,1
2021/11/16,70,50,1
2021/11/16,50,60,1
2021/11/16,70,80,1
2021/11/16,40,60,1
2021/11/16,-50,20,1
2021/11/16,-60,40,1
2021/11/16,-20,60,1
2021/11/16,-80,10,1
2021/11/16,-80,50,1
2021/11/16,-60,20,1
2021/11/16,-80,60,1
2021/11/17,-80,60,1
2021/11/17,70,90,1
2021/11/17,50,20,1
2021/11/17,10,60,1
2021/11/17,-70,60,1
2021/11/17,-60,30,1
2021/11/17,-80,20,1
2021/11/17,-20,75,1
2021/11/17,-70,80,1
2021/11/17,-80,50,1
2021/11/17,-60,50,1
2021/11/17,-90,20,1
2021/11/17,20,40,1
2021/11/17,60,80,1
2021/11/17,80,60,1
2021/11/17,-40,60,1
2021/11/17,-20,40,1
2021/11/17,-40,20,1
2021/11/17,-80,20,1
2021/11/17,80,90,1
2021/11/17,50,70,1
2021/11/17,50,80,1
2021/11/17,-80,75,1
2021/11/17,-30,10,1
2021/11/17,-75,30,1
2021/11/17,-70,30,1
2021/11/17,-70,15,1
2021/11/17,-70,20,1
2021/11/17,-90,20,1
2021/11/17,-60,40,1
2021/11/17,60,80,1
2021/11/17,-10,30,1
2021/11/17,-70,60,1
2021/11/17,0,30,1
2021/11/17,50,70,1
2021/11/17,-70,60,1
2021/11/17,-50,10,1
2021/11/17,-80,40,1
2021/11/17,-40,20,1
2021/11/17,70,80,1
2021/11/17,70,90,1
2021/11/17,-80,20,1
2021/11/17,-80,30,1
2021/11/17,-80,75,1
2021/11/17,-70,30,1
2021/11/17,70,90,1
2021/11/17,-20,50,1
2021/11/17,-90,10,1
2021/11/17,10,20,1
2021/11/17,-30,60,1
2021/11/17,-80,40,1
2021/11/17,-70,60,1
2021/11/17,-70,50,1
2021/11/18,60,85,1
2021/11/18,-80,70,1
2021/11/18,-60,30,1
2021/11/18,-80,30,1
2021/11/18,70,60,1
2021/11/18,0,30,1
2021/11/18,60,70,1
2021/11/18,-80,20,1
2021/11/18,60,70,1
2021/11/18,0,60,1
2021/11/18,60,80,1
2021/11/18,-70,50,1
2021/11/18,75,85,1
2021/11/18,0,20,1
2021/11/18,-10,5,1
2021/11/18,50,75,1
2021/11/18,-70,50,1
2021/11/18,-80,20,1
2021/11/18,-80,60,1
2021/11/18,-10,75,1
2021/11/18,70,90,1
2021/11/18,60,80,1
2021/11/18,-30,50,1
2021/11/18,60,70,1
2021/11/18,-70,30,1
2021/11/18,50,70,1
2021/11/18,60,70,1
2021/11/18,50,20,1
2021/11/18,60,80,1
2021/11/18,20,80,1
2021/11/18,80,90,1
2021/11/18,60,80,1
2021/11/18,50,30,1
2021/11/18,50,10,1
2021/11/18,65,80,1
2021/11/18,-75,60,1
2021/11/19,80,90,1
2021/11/19,-70,10,1
2021/11/19,-50,20,1
2021/11/19,-80,90,1
2021/11/19,-60,20,1
2021/11/19,-80,90,1
2021/11/19,50,20,1
2021/11/19,50,80,1
2021/11/19,-80,90,1
2021/11/19,-80,70,1
2021/11/19,-70,20,1
2021/11/19,-70,30,1
2021/11/19,-80,10,1
2021/11/19,25,10,1
2021/11/19,-50,30,1
2021/11/19,-70,20,1
2021/11/19,65,20,1
2021/11/19,-90,20,1
2021/11/19,-75,5,1
2021/11/19,10,30,1
2021/11/19,0,20,1
2021/11/19,-80,60,1
2021/11/19,-60,70,1
2021/11/19,20,70,1
2021/11/19,50,90,1
2021/11/19,-70,90,1
2021/11/19,-30,60,1
2021/11/19,-20,60,1
2021/11/19,80,50,1
2021/11/20,70,90,1
2021/11/20,-10,70,1
2021/11/20,20,70,1
2021/11/20,40,70,1
2021/11/20,0,20,1
2021/11/21,-70,80,1
2021/11/21,-70,85,1
2021/11/21,60,80,1
2021/11/21,-70,85,1
2021/11/21,50,60,1
2021/11/22,-50,80,1
2021/11/22,-70,10,1
2021/11/22,-80,60,1
2021/11/22,-40,10,1
2021/11/22,-60,20,1
2021/11/22,-70,10,1
2021/11/22,-80,20,1
2021/11/22,-80,20,1
2021/11/22,50,0,1
2021/11/22,-20,10,1
2021/11/22,-50,10,1
2021/11/22,-20,60,1
2021/11/22,70,80,1
2021/11/22,-20,30,1
2021/11/22,-80,20,1
2021/11/22,15,80,1
2021/11/22,-70,10,1
2021/11/22,-90,10,1
2021/11/22,10,70,1
2021/11/22,-90,80,1
2021/11/22,-70,20,1
2021/11/22,50,30,1
2021/11/22,-70,10,1
2021/11/22,80,70,1
2021/11/22,10,5,1
2021/11/22,-70,20,1
2021/11/22,-60,80,1
2021/11/22,-60,30,1
2021/11/22,70,80,1
2021/11/22,70,80,1
2021/11/22,70,80,1
2021/11/22,-20,60,1
2021/11/23,65,80,1
2021/11/23,10,50,1
2021/11/23,-20,30,1
2021/11/23,-70,20,1
2021/11/23,-30,50,1
2021/11/23,0,20,1
2021/11/23,-30,60,1
2021/11/23,-70,20,1
2021/11/23,75,20,1
2021/11/23,-70,80,1
2021/11/23,0,50,1
2021/11/23,20,80,1
2021/11/23,80,60,1
2021/11/23,-80,70,1
2021/11/23,-60,30,1
2021/11/23,55,70,1
2021/11/23,60,80,1
2021/11/23,70,90,1
2021/11/23,-70,10,1
2021/11/23,-70,80,1
2021/11/23,70,80,1
2021/11/23,-75,90,1
2021/11/23,-20,70,1
2021/11/23,0,20,1
2021/11/23,60,80,1
2021/11/23,80,90,1
2021/11/23,-70,20,1
2021/11/23,-70,30,1
2021/11/23,80,90,1
2021/11/23,10,20,1
2021/11/23,10,30,1
2021/11/23,-70,80,1
2021/11/23,10,20,1
2021/11/23,-80,60,1
2021/11/23,-70,50,1
2021/11/23,0,80,1
2021/11/23,-80,90,1
2021/11/23,-70,80,1
2021/11/23,-80,20,1
2021/11/23,-70,30,1
2021/11/23,50,0,1
2021/11/23,20,80,1
2021/11/23,-60,30,1
2021/11/23,-80,70,1
2021/11/23,-80,60,1
2021/11/23,-70,20,1
2021/11/23,70,90,1
2021/11/23,-75,60,1
2021/11/23,-70,80,1
2021/11/23,-60,70,1
2021/11/23,-80,70,1
2021/11/24,80,90,1
2021/11/24,0,50,1
2021/11/24,70,90,1
2021/11/24,-70,40,1
2021/11/24,60,70,1
2021/11/24,70,90,1
2021/11/24,55,75,1
2021/11/24,-80,60,1
2021/11/24,-70,40,1
2021/11/24,10,5,1
2021/11/24,20,60,1
2021/11/24,-10,30,1
2021/11/24,-70,80,1
2021/11/24,-80,60,1
2021/11/24,10,5,1
2021/11/24,-80,60,1
2021/11/24,0,20,1
2021/11/24,75,70,1
2021/11/24,20,30,1
2021/11/24,-70,80,1
2021/11/24,-60,20,1
2021/11/24,60,30,1
2021/11/24,-80,30,1
2021/11/24,-90,40,1
2021/11/24,-70,60,1
2021/11/24,0,20,1
2021/11/24,-80,20,1
2021/11/24,-70,30,1
2021/11/24,-40,70,1
2021/11/24,50,75,1
2021/11/24,60,80,1
2021/11/24,0,0,1
2021/11/24,0,20,1
2021/11/24,70,80,1
2021/11/24,-60,70,1
2021/11/24,20,60,1
2021/11/24,-80,20,1
2021/11/24,80,60,1
2021/11/24,70,60,1
2021/11/24,50,80,1
2021/11/24,70,80,1
2021/11/24,-70,60,1
2021/11/24,-30,20,1
2021/11/24,-90,20,1
2021/11/24,30,50,1
2021/11/25,80,70,1
2021/11/25,-50,20,1
2021/11/25,70,20,1
2021/11/25,50,30,1
2021/11/25,-70,50,1
2021/11/25,-20,70,1
2021/11/25,-80,60,1
2021/11/25,60,40,1
2021/11/25,40,60,1
2021/11/25,40,60,1
2021/11/25,-70,80,1
2021/11/25,50,10,1
2021/11/25,-80,60,1
2021/11/25,75,90,1
2021/11/25,-70,20,1
2021/11/25,-80,50,1
2021/11/25,-80,60,1
2021/11/25,80,60,1
2021/11/25,10,20,1
2021/11/26,-70,60,1
2021/11/26,25,50,1
2021/11/26,-60,20,1
2021/11/26,-80,70,1
2021/11/26,10,5,1
2021/11/26,-60,70,1
2021/11/26,-70,80,1
2021/11/26,80,60,1
2021/11/26,80,70,1
2021/11/26,60,80,1
2021/11/26,70,80,1
2021/11/26,-70,60,1
2021/11/26,-80,20,1
2021/11/26,50,70,1
2021/11/26,-70,20,1
2021/11/26,70,90,1
2021/11/26,-90,20,1
2021/11/26,0,20,1
2021/11/26,70,80,1
2021/11/26,-60,70,1
2021/11/26,-70,50,1
2021/11/26,-80,20,1
2021/11/26,-70,80,1
2021/11/26,80,90,1
2021/11/26,-80,90,1
2021/11/26,-80,30,1
2021/11/26,-70,30,1
2021/11/26,20,60,1
2021/11/26,20,60,1
2021/11/26,-60,80,1
2021/11/26,-80,90,1
2021/11/26,-80,20,1
2021/11/26,-70,50,1
2021/11/26,-70,20,1
2021/11/27,50,70,1
2021/11/27,70,85,1
2021/11/27,-80,90,1
2021/11/27,0,30,1
2021/11/27,-70,80,1
2021/11/27,30,10,1
2021/11/27,50,70,1
2021/11/28,-80,30,1
2021/11/28,-70,10,1
2021/11/28,0,80,1
2021/11/28,0,25,1
2021/11/28,70,90,1
2021/11/29,50,20,1
2021/11/29,10,75,1
2021/11/29,-80,10,1
