date,score,Sentiment score,Relatedness
2021/8/22,4,-60,30
2021/8/22,9,-70,80
2021/8/22,0,40,70
2021/8/22,6,70,85
2021/8/22,1,60,75
2021/8/22,7,-50,30
2021/8/22,11,50,20
2021/8/22,3,70,80
2021/8/22,1,-70,50
2021/8/22,0,-10,60
2021/8/22,0,-70,20
2021/8/22,0,45,60
2021/8/22,0,70,80
2021/8/22,0,10,70
2021/8/22,0,-70,20
2021/8/22,0,-40,20
2021/8/22,2,-70,60
2021/8/22,1,-30,70
2021/8/22,0,-30,20
2021/8/22,4,-60,80
2021/8/22,5,-70,60
2021/8/22,0,-70,40
2021/8/22,1,-20,60
2021/8/22,1,70,30
2021/8/22,8,70,85
2021/8/23,0,-70,20
2021/8/23,0,60,20
2021/8/23,0,60,75
2021/8/23,0,-60,20
2021/8/23,0,-70,60
2021/8/23,5,70,80
2021/8/23,11,-55,75
2021/8/23,1,10,30
2021/8/23,16,75,85
2021/8/23,4,-60,30
2021/8/23,0,-70,60
2021/8/23,8,-80,60
2021/8/23,14,-70,80
2021/8/23,4,-30,10
2021/8/23,3,75,80
2021/8/23,3,50,20
2021/8/23,4,75,90
2021/8/23,0,-50,70
2021/8/23,0,50,70
2021/8/23,1,-70,60
2021/8/23,0,0,10
2021/8/23,0,-35,20
2021/8/23,4,-50,80
2021/8/23,0,-40,60
2021/8/23,4,-30,70
2021/8/23,0,-20,30
2021/8/23,0,30,80
2021/8/23,2,-70,80
2021/8/23,1,-20,80
2021/8/23,0,-70,85
2021/8/23,1,15,40
2021/8/23,1,80,70
2021/8/23,0,50,20
2021/8/23,2,-30,60
2021/8/23,2,-10,20
2021/8/23,2,65,50
2021/8/23,3,60,40
2021/8/23,2,50,10
2021/8/23,6,-70,80
2021/8/23,2,10,20
2021/8/23,2,50,80
2021/8/23,4,-70,30
2021/8/23,4,50,60
2021/8/23,10,-65,80
2021/8/23,4,50,30
2021/8/23,1,-60,30
2021/8/23,9,-50,80
2021/8/23,1,-30,20
2021/8/24,1,-30,50
2021/8/24,1,50,20
2021/8/24,2,-75,50
2021/8/24,0,-20,60
2021/8/24,1,25,70
2021/8/24,13,-80,90
2021/8/24,12,50,80
2021/8/24,13,-70,80
2021/8/24,5,80,70
2021/8/24,9,80,90
2021/8/24,6,40,60
2021/8/24,3,50,20
2021/8/24,1,70,85
2021/8/24,6,-70,60
2021/8/24,0,20,60
2021/8/24,0,50,80
2021/8/24,5,15,80
2021/8/24,4,-20,60
2021/8/24,6,-85,90
2021/8/24,4,-15,80
2021/8/24,0,-70,40
2021/8/24,4,25,60
2021/8/24,6,10,60
2021/8/24,0,-10,30
2021/8/24,0,-70,20
2021/8/24,0,40,60
2021/8/24,0,-70,30
2021/8/24,4,-25,45
2021/8/24,0,-20,60
2021/8/24,0,70,80
2021/8/24,8,-70,75
2021/8/24,5,40,60
2021/8/24,3,-85,75
2021/8/24,11,75,85
2021/8/24,2,60,30
2021/8/24,2,20,40
2021/8/24,1,65,40
2021/8/24,1,70,60
2021/8/24,9,-80,60
2021/8/24,8,10,70
2021/8/24,3,-50,60
2021/8/24,1,50,20
2021/8/24,0,-70,85
2021/8/24,1,-50,80
2021/8/24,2,-60,50
2021/8/24,0,-85,70
2021/8/24,0,-10,95
2021/8/24,0,-60,40
2021/8/24,1,-70,20
2021/8/24,0,60,80
2021/8/24,1,30,10
2021/8/24,0,-70,20
2021/8/24,8,-30,80
2021/8/24,0,-70,80
2021/8/24,2,60,70
2021/8/24,0,20,80
2021/8/24,1,-80,60
2021/8/24,0,-75,45
2021/8/24,1,-20,40
2021/8/24,1,-60,80
2021/8/24,4,10,80
2021/8/24,1,-70,80
2021/8/24,0,-80,20
2021/8/24,7,-40,75
2021/8/24,8,-50,20
2021/8/24,13,5,30
2021/8/24,3,-70,20
2021/8/24,6,50,80
2021/8/24,7,20,60
2021/8/25,0,10,80
2021/8/25,8,-60,70
2021/8/25,0,60,80
2021/8/25,1,-50,80
2021/8/25,0,60,80
2021/8/25,2,-80,60
2021/8/25,1,-55,85
2021/8/25,6,25,70
2021/8/25,2,10,70
2021/8/25,0,60,80
2021/8/25,2,70,40
2021/8/25,7,15,60
2021/8/25,10,50,70
2021/8/25,1,10,80
2021/8/25,1,-70,30
2021/8/25,3,70,80
2021/8/25,0,20,60
2021/8/25,0,10,60
2021/8/25,0,20,40
2021/8/25,0,-70,50
2021/8/25,4,-70,80
2021/8/25,1,-20,70
2021/8/25,0,10,70
2021/8/25,5,-80,90
2021/8/25,0,-70,30
2021/8/25,3,-70,10
2021/8/25,0,-50,70
2021/8/25,0,70,80
2021/8/25,3,-10,30
2021/8/25,1,-20,70
2021/8/25,0,-80,60
2021/8/25,0,-70,75
2021/8/25,3,-70,20
2021/8/25,4,20,70
2021/8/25,0,-30,60
2021/8/25,3,-20,60
2021/8/25,0,-60,20
2021/8/25,0,-10,20
2021/8/25,0,-70,30
2021/8/25,0,-80,5
2021/8/25,0,0,75
2021/8/25,1,20,70
2021/8/25,0,-40,70
2021/8/25,0,-70,30
2021/8/25,2,-70,60
2021/8/25,0,-80,60
2021/8/26,2,30,50
2021/8/26,0,-70,90
2021/8/26,0,50,80
2021/8/26,1,-30,15
2021/8/26,2,-20,70
2021/8/26,0,-5,75
2021/8/26,0,-30,60
2021/8/26,2,60,40
2021/8/26,0,-20,40
2021/8/26,2,10,60
2021/8/26,13,10,80
2021/8/26,4,70,85
2021/8/26,0,-30,45
2021/8/26,12,60,80
2021/8/26,0,-70,80
2021/8/26,0,-75,30
2021/8/26,1,-50,60
2021/8/26,0,10,30
2021/8/26,0,35,55
2021/8/26,8,-80,60
2021/8/26,0,-70,40
2021/8/26,4,-70,85
2021/8/26,0,40,60
2021/8/26,0,-10,30
2021/8/26,8,-90,85
2021/8/26,0,-70,40
2021/8/26,5,-70,20
2021/8/26,13,-63,53
2021/8/26,1,-60,20
2021/8/26,3,50,70
2021/8/26,5,-70,90
2021/8/26,2,-70,60
2021/8/26,1,70,85
2021/8/26,1,70,80
2021/8/26,5,-70,85
2021/8/26,7,75,80
2021/8/26,5,-80,60
2021/8/26,6,-70,90
2021/8/26,3,70,50
2021/8/27,6,-70,80
2021/8/27,2,-60,80
2021/8/27,0,-70,80
2021/8/27,0,-75,60
2021/8/27,0,70,80
2021/8/27,19,-70,60
2021/8/27,0,30,40
2021/8/27,0,-50,30
2021/8/27,0,-60,10
2021/8/27,0,-70,20
2021/8/27,5,-70,40
2021/8/27,1,20,80
2021/8/27,3,80,70
2021/8/27,0,-50,30
2021/8/27,0,-35,60
2021/8/27,5,-80,40
2021/8/27,17,65,80
2021/8/27,9,-60,20
2021/8/27,2,-60,40
2021/8/27,0,40,60
2021/8/27,6,-90,75
2021/8/27,5,-50,10
2021/8/27,1,-20,65
2021/8/27,6,-70,20
2021/8/27,1,-80,60
2021/8/27,19,30,70
2021/8/28,11,-60,70
2021/8/28,9,60,80
2021/8/28,6,-60,80
2021/8/28,19,-90,80
2021/8/28,6,-80,90
2021/8/28,3,80,70
2021/8/28,1,-40,65
2021/8/28,7,-65,50
2021/8/28,10,65,80
2021/8/28,0,65,55
2021/8/28,5,-70,85
2021/8/28,6,80,60
2021/8/28,6,-70,30
2021/8/28,1,25,70
2021/8/28,6,-60,20
2021/8/28,16,20,70
2021/8/28,0,-60,80
2021/8/28,3,-70,30
2021/8/28,0,-70,60
2021/8/28,5,-70,40
2021/8/28,4,-70,60
2021/8/28,7,-30,40
2021/8/28,1,-70,20
2021/8/28,6,-50,30
2021/8/28,3,20,10
2021/8/28,1,25,60
2021/8/28,1,-30,60
2021/8/28,4,-70,20
2021/8/28,0,-20,10
2021/8/28,1,10,30
2021/8/28,4,20,60
2021/8/28,0,-70,60
2021/8/28,1,-68,36
2021/8/28,1,20,30
2021/8/28,6,-20,30
2021/8/28,0,15,80
2021/8/28,3,-10,30
2021/8/28,1,10,70
2021/8/28,6,-70,80
2021/8/28,8,10,30
2021/8/28,7,20,60
2021/8/28,0,-35,85
2021/8/28,0,-60,20
2021/8/28,4,-80,40
2021/8/28,1,50,10
2021/8/28,2,20,10
2021/8/28,9,-10,20
2021/8/28,2,-70,60
2021/8/28,9,-70,20
2021/8/28,1,60,80
2021/8/28,3,-80,70
2021/8/28,4,20,65
2021/8/28,2,10,5
2021/8/28,0,25,60
2021/8/28,2,-20,40
2021/8/28,10,-30,40
2021/8/28,0,-20,40
2021/8/28,0,-50,70
2021/8/28,0,60,40
2021/8/28,1,50,20
2021/8/29,1,50,70
2021/8/29,5,45,30
2021/8/29,3,30,50
2021/8/29,11,80,90
2021/8/29,1,10,5
2021/8/29,1,20,60
2021/8/29,0,-70,40
2021/8/29,0,-60,10
2021/8/29,1,0,20
2021/8/29,15,-70,60
2021/8/29,6,-60,20
2021/8/29,3,-10,70
2021/8/29,0,20,80
2021/8/29,1,-10,30
2021/8/29,3,-10,40
2021/8/29,1,5,30
2021/8/29,2,60,80
2021/8/29,1,70,90
2021/8/29,0,75,60
2021/8/29,7,0,10
2021/8/29,6,70,85
2021/8/29,1,60,40
2021/8/29,7,85,90
2021/8/29,10,-80,10
2021/8/30,2,30,20
2021/8/30,0,-70,40
2021/8/30,0,0,50
2021/8/30,1,-65,80
2021/8/30,10,15,70
2021/8/30,6,20,70
2021/8/30,0,-60,30
2021/8/30,0,-20,40
2021/8/30,1,70,85
2021/8/30,12,60,80
2021/8/30,4,-70,60
2021/8/30,0,0,10
2021/8/30,1,-75,20
2021/8/30,0,-85,15
2021/8/30,1,-60,80
2021/8/30,0,-65,20
2021/8/30,1,-40,30
2021/8/30,1,10,30
2021/8/30,1,-70,40
2021/8/30,0,-80,60
2021/8/30,1,80,90
2021/8/30,0,-40,25
2021/8/30,0,-60,40
2021/8/30,0,-80,30
2021/8/30,6,-15,80
2021/8/30,1,-30,10
2021/8/30,3,10,30
2021/8/30,2,70,80
2021/8/30,3,-50,80
2021/8/30,0,-60,75
2021/8/30,3,50,70
2021/8/30,0,-75,20
2021/8/30,10,-70,10
2021/8/31,3,-20,70
2021/8/31,9,-80,70
2021/8/31,1,-70,60
2021/8/31,0,-30,60
2021/8/31,0,23,42
2021/8/31,19,-70,50
2021/8/31,9,30,70
2021/8/31,3,40,10
2021/8/31,0,-65,20
2021/8/31,1,-75,40
2021/8/31,6,-70,30
2021/8/31,0,-80,20
2021/8/31,0,10,5
2021/8/31,0,-20,40
2021/8/31,0,-15,10
2021/8/31,0,-75,20
2021/8/31,0,-70,80
2021/8/31,2,-70,80
2021/8/31,0,-70,30
2021/8/31,0,-25,10
2021/8/31,0,-50,20
2021/8/31,0,-50,80
2021/9/1,0,-70,40
2021/9/1,0,30,70
2021/9/1,10,20,50
2021/9/1,1,-80,50
2021/9/1,16,60,70
2021/9/1,5,70,20
2021/9/1,0,30,70
2021/9/1,0,5,30
2021/9/1,0,-70,50
2021/9/1,0,30,40
2021/9/1,3,70,80
2021/9/1,3,45,70
2021/9/1,0,-10,70
2021/9/1,0,0,40
2021/9/1,0,-80,90
2021/9/1,0,-80,30
2021/9/1,8,-60,80
2021/9/1,0,10,70
2021/9/1,1,65,85
2021/9/1,8,-60,40
2021/9/1,3,-50,70
2021/9/1,0,60,80
2021/9/1,7,60,80
2021/9/1,1,5,25
2021/9/1,2,-30,60
2021/9/1,2,20,80
2021/9/1,1,70,60
2021/9/1,2,-70,80
2021/9/1,5,-70,60
2021/9/2,0,-30,60
2021/9/2,0,-40,70
2021/9/2,0,-80,70
2021/9/2,3,-20,75
2021/9/2,0,-80,65
2021/9/2,4,-20,40
2021/9/2,1,0,20
2021/9/2,0,-20,40
2021/9/2,0,-5,30
2021/9/2,6,-70,60
2021/9/2,3,70,80
2021/9/2,4,68,85
2021/9/2,1,-70,80
2021/9/2,4,-80,20
2021/9/2,8,25,65
2021/9/2,9,60,80
2021/9/2,9,-80,85
2021/9/2,1,60,80
2021/9/2,6,-70,80
2021/9/2,3,70,80
2021/9/2,2,60,70
2021/9/2,0,-70,60
2021/9/2,5,60,90
2021/9/2,0,-70,30
2021/9/2,0,-80,70
2021/9/2,3,-70,10
2021/9/2,4,-30,60
2021/9/2,2,-70,80
2021/9/2,0,70,90
2021/9/2,7,60,80
2021/9/2,1,50,80
2021/9/2,0,-70,80
2021/9/2,0,-40,75
2021/9/2,0,40,60
2021/9/2,1,-65,70
2021/9/2,12,35,70
2021/9/2,1,-10,70
2021/9/2,2,-60,40
2021/9/2,0,-75,40
2021/9/2,6,-80,20
2021/9/2,1,70,40
2021/9/2,2,-60,20
2021/9/2,4,-10,20
2021/9/2,0,20,60
2021/9/2,2,-30,40
2021/9/2,2,10,70
2021/9/2,1,70,90
2021/9/2,4,-10,30
2021/9/2,2,60,40
2021/9/3,0,30,50
2021/9/3,1,60,75
2021/9/3,0,-20,10
2021/9/3,25,60,85
2021/9/3,9,-90,10
2021/9/3,0,-50,10
2021/9/3,0,-40,60
2021/9/3,13,-60,70
2021/9/3,24,50,75
2021/9/3,7,-80,60
2021/9/4,9,30,80
2021/9/4,3,-70,60
2021/9/4,21,-20,60
2021/9/4,1,-50,70
2021/9/4,0,40,70
2021/9/4,1,-80,60
2021/9/4,2,-5,10
2021/9/4,6,70,30
2021/9/4,1,75,90
2021/9/4,0,-65,20
2021/9/4,0,-70,40
2021/9/4,8,70,80
2021/9/4,3,-40,60
2021/9/4,3,-60,20
2021/9/4,9,25,75
2021/9/4,3,-20,60
2021/9/4,1,-45,60
2021/9/4,6,20,70
2021/9/4,8,-20,30
2021/9/4,16,-60,80
2021/9/4,8,-60,20
2021/9/4,4,10,5
2021/9/5,0,-30,70
2021/9/5,0,-70,60
2021/9/5,3,10,5
2021/9/5,5,70,20
2021/9/5,0,80,50
2021/9/5,16,-50,70
2021/9/5,0,10,70
2021/9/5,4,20,10
2021/9/5,0,50,70
2021/9/5,1,-10,40
2021/9/5,7,-30,70
2021/9/5,0,20,60
2021/9/5,2,-60,20
2021/9/5,15,65,80
2021/9/6,9,-10,60
2021/9/6,1,-10,20
2021/9/6,3,-75,60
2021/9/6,5,10,60
2021/9/6,2,55,40
2021/9/6,5,0,20
2021/9/6,2,-80,10
2021/9/6,1,-60,20
2021/9/6,2,-10,30
2021/9/6,12,-80,60
2021/9/6,2,-80,60
2021/9/6,1,-50,60
2021/9/6,5,-60,20
2021/9/6,0,20,70
2021/9/6,0,-60,30
2021/9/6,6,-65,30
2021/9/6,6,50,70
2021/9/6,0,-50,15
2021/9/6,3,-65,20
2021/9/6,2,10,60
2021/9/6,3,-40,60
2021/9/6,0,-50,30
2021/9/6,1,-60,40
2021/9/6,0,-70,40
2021/9/6,2,-50,65
2021/9/6,0,-80,65
2021/9/6,0,-70,40
2021/9/6,2,60,70
2021/9/6,1,70,50
2021/9/6,1,-70,20
2021/9/6,7,-30,60
2021/9/6,1,-40,60
2021/9/6,1,20,60
2021/9/6,17,70,80
2021/9/6,5,-30,70
2021/9/7,0,-70,90
2021/9/7,0,-75,15
2021/9/7,0,-70,85
2021/9/7,10,30,60
2021/9/7,3,70,90
2021/9/7,3,-40,60
2021/9/7,0,-70,40
2021/9/7,0,-70,80
2021/9/7,0,-30,60
2021/9/7,0,-50,60
2021/9/7,1,-60,70
2021/9/7,0,-60,20
2021/9/7,1,-30,80
2021/9/7,0,50,70
2021/9/7,0,-70,40
2021/9/7,0,20,60
2021/9/7,0,70,80
2021/9/7,0,-75,40
2021/9/7,2,-60,80
2021/9/7,0,-20,60
2021/9/7,0,70,60
2021/9/7,1,10,80
2021/9/7,1,60,80
2021/9/7,0,15,80
2021/9/7,0,-50,30
2021/9/7,0,-70,40
2021/9/7,0,-70,20
2021/9/7,0,-70,20
2021/9/7,0,-70,30
2021/9/7,1,50,70
2021/9/7,0,60,80
2021/9/7,14,-80,70
2021/9/7,3,60,80
2021/9/8,1,-60,20
2021/9/8,10,-70,60
2021/9/8,9,-60,70
2021/9/8,1,-60,85
2021/9/8,3,-70,90
2021/9/8,1,-50,30
2021/9/8,5,-15,80
2021/9/8,0,-70,20
2021/9/8,0,-70,20
2021/9/8,1,-10,70
2021/9/8,0,-40,20
2021/9/8,16,-5,70
2021/9/8,0,-70,30
2021/9/8,2,-90,30
2021/9/8,5,20,60
2021/9/8,5,-70,80
2021/9/8,3,-70,80
2021/9/8,4,70,85
2021/9/8,7,80,90
2021/9/8,2,20,60
2021/9/8,5,35,20
2021/9/8,1,-70,30
2021/9/8,4,50,30
2021/9/8,0,-60,30
2021/9/8,0,10,20
2021/9/8,13,-80,20
2021/9/8,5,-30,60
2021/9/8,1,0,50
2021/9/9,0,-20,40
2021/9/9,11,-70,30
2021/9/9,0,-70,80
2021/9/9,1,-75,40
2021/9/9,0,-70,85
2021/9/9,2,-80,90
2021/9/9,0,0,50
2021/9/9,2,-20,30
2021/9/9,2,20,50
2021/9/9,0,-20,30
2021/9/9,0,-70,80
2021/9/9,32,-40,60
2021/9/9,1,-30,20
2021/9/9,6,-10,60
2021/9/9,14,80,75
2021/9/9,9,-60,20
2021/9/9,6,90,80
2021/9/9,0,-70,60
2021/9/9,18,80,90
2021/9/9,0,-40,10
2021/9/9,9,70,60
2021/9/9,0,-30,50
2021/9/9,4,80,40
2021/9/9,6,70,85
2021/9/9,0,25,60
2021/9/9,1,-75,85
2021/9/9,0,60,20
2021/9/9,1,-5,30
2021/9/9,6,50,90
2021/9/9,0,0,60
2021/9/9,4,-60,30
2021/9/9,1,20,60
2021/9/9,3,75,50
2021/9/9,1,10,40
2021/9/10,0,-80,50
2021/9/10,0,80,90
2021/9/10,1,-60,80
2021/9/10,0,-50,70
2021/9/10,9,-60,30
2021/9/10,0,-10,45
2021/9/10,0,30,60
2021/9/10,0,-75,25
2021/9/10,0,-25,45
2021/9/10,9,20,70
2021/9/10,0,45,65
2021/9/10,0,-80,60
2021/9/10,2,10,20
2021/9/10,0,-80,70
2021/9/10,6,-20,70
2021/9/10,1,-80,60
2021/9/10,7,-75,20
2021/9/10,6,70,50
2021/9/10,0,-20,10
2021/9/10,0,-60,20
2021/9/10,0,-40,20
2021/9/10,6,40,70
2021/9/10,0,-55,25
2021/9/10,2,-70,60
2021/9/10,7,-50,30
2021/9/10,6,-75,90
2021/9/11,4,-60,75
2021/9/11,0,20,60
2021/9/11,0,-20,60
2021/9/11,0,80,90
2021/9/11,2,60,80
2021/9/11,0,-30,60
2021/9/11,2,-70,20
2021/9/11,0,10,70
2021/9/11,2,-20,80
2021/9/11,0,65,80
2021/9/11,1,20,60
2021/9/11,0,-50,30
2021/9/11,2,-10,80
2021/9/11,1,30,70
2021/9/11,9,40,70
2021/9/11,1,-60,80
2021/9/11,0,-20,70
2021/9/11,2,30,10
2021/9/11,1,-20,40
2021/9/11,2,-60,70
2021/9/11,2,50,75
2021/9/11,1,-70,60
2021/9/11,4,-70,80
2021/9/11,7,-20,60
2021/9/11,0,-60,70
2021/9/11,3,-75,60
2021/9/11,0,-55,28
2021/9/11,0,-70,60
2021/9/11,0,-70,20
2021/9/11,0,-60,20
2021/9/11,0,-10,60
2021/9/11,1,-20,10
2021/9/11,3,-20,60
2021/9/11,2,11,25
2021/9/11,2,-70,40
2021/9/11,0,-50,20
2021/9/11,7,-65,85
2021/9/12,0,-10,60
2021/9/12,4,10,75
2021/9/12,4,70,85
2021/9/12,3,60,70
2021/9/12,13,25,65
2021/9/12,7,25,80
2021/9/12,2,20,50
2021/9/12,3,50,30
2021/9/12,0,60,70
2021/9/12,15,80,30
2021/9/12,0,25,60
2021/9/12,5,80,90
2021/9/13,0,-70,80
2021/9/13,3,-70,30
2021/9/13,10,-70,60
2021/9/13,0,60,70
2021/9/13,0,-60,40
2021/9/13,2,40,70
2021/9/13,6,40,70
2021/9/13,0,10,70
2021/9/13,0,40,20
2021/9/13,7,-60,75
2021/9/13,0,60,50
2021/9/13,0,-50,30
2021/9/13,0,-20,70
2021/9/13,0,-70,10
2021/9/13,1,40,60
2021/9/13,0,20,70
2021/9/13,2,70,80
2021/9/13,4,-60,70
2021/9/13,0,50,70
2021/9/13,4,-20,30
2021/9/13,0,-10,40
2021/9/13,1,-50,70
2021/9/13,1,30,80
2021/9/13,1,-80,30
2021/9/13,0,-70,30
2021/9/13,6,60,70
2021/9/13,5,70,85
2021/9/14,0,-85,50
2021/9/14,0,60,80
2021/9/14,1,-70,30
2021/9/14,8,60,80
2021/9/14,2,-20,65
2021/9/14,0,65,80
2021/9/14,3,-30,70
2021/9/14,3,60,70
2021/9/14,1,50,30
2021/9/14,1,-10,40
2021/9/14,2,30,10
2021/9/14,9,70,80
2021/9/14,2,20,10
2021/9/14,0,-70,60
2021/9/14,0,-20,40
2021/9/14,3,60,80
2021/9/14,6,-70,90
2021/9/14,6,60,70
2021/9/14,1,10,75
2021/9/14,3,25,75
2021/9/14,2,-50,60
2021/9/14,2,-50,60
2021/9/14,2,-60,80
2021/9/14,0,60,70
2021/9/14,2,-30,10
2021/9/14,7,60,70
2021/9/14,0,-30,70
2021/9/14,6,70,90
2021/9/14,1,60,40
2021/9/14,1,70,20
2021/9/14,0,10,20
2021/9/14,0,20,10
2021/9/14,1,10,20
2021/9/14,3,60,70
2021/9/14,0,-20,60
2021/9/15,0,60,10
2021/9/15,2,20,75
2021/9/15,6,20,70
2021/9/15,9,80,70
2021/9/15,6,-20,50
2021/9/15,1,5,65
2021/9/15,3,30,60
2021/9/15,0,40,70
2021/9/15,14,20,70
2021/9/15,1,-80,60
2021/9/15,0,70,80
2021/9/15,0,-15,5
2021/9/15,1,-30,40
2021/9/15,3,-70,10
2021/9/15,1,45,70
2021/9/15,8,-80,20
2021/9/15,1,-70,50
2021/9/15,3,0,20
2021/9/15,1,-60,40
2021/9/15,4,70,80
2021/9/15,11,60,80
2021/9/15,13,-10,70
2021/9/15,0,75,40
2021/9/16,1,-40,65
2021/9/16,0,-70,40
2021/9/16,0,-60,20
2021/9/16,0,-80,30
2021/9/16,13,-70,60
2021/9/16,7,-50,30
2021/9/16,0,-80,75
2021/9/16,1,75,80
2021/9/16,2,50,20
2021/9/16,0,-10,30
2021/9/16,0,-30,20
2021/9/16,0,-60,20
2021/9/16,1,-80,10
2021/9/16,1,-50,20
2021/9/16,3,60,40
2021/9/16,0,-75,20
2021/9/16,0,-50,20
2021/9/16,1,60,80
2021/9/16,0,65,75
2021/9/16,0,-70,40
2021/9/16,1,20,5
2021/9/16,3,-85,60
2021/9/16,1,0,20
2021/9/16,0,-70,40
2021/9/16,9,-40,75
2021/9/16,3,-80,60
2021/9/16,9,-20,70
2021/9/16,4,80,50
2021/9/16,4,-65,75
2021/9/16,1,-70,85
2021/9/16,3,-70,80
2021/9/16,10,-10,50
2021/9/16,2,70,80
2021/9/17,6,-70,60
2021/9/17,3,70,85
2021/9/17,1,-60,75
2021/9/17,22,-70,60
2021/9/17,2,-20,50
2021/9/17,1,-30,10
2021/9/17,3,20,60
2021/9/17,14,-20,70
2021/9/17,0,5,30
2021/9/17,0,-80,30
2021/9/17,0,-40,60
2021/9/17,0,-30,20
2021/9/17,0,-85,30
2021/9/17,1,-25,40
2021/9/17,5,-60,20
2021/9/17,5,-80,20
2021/9/17,5,-70,40
2021/9/17,0,30,80
2021/9/17,0,-80,60
2021/9/17,0,-10,20
2021/9/17,12,-70,60
2021/9/17,0,70,85
2021/9/17,0,60,20
2021/9/17,0,-30,60
2021/9/17,0,-70,40
2021/9/17,0,-10,40
2021/9/17,1,-60,30
2021/9/17,0,25,60
2021/9/17,7,10,70
2021/9/17,3,25,60
2021/9/17,0,-70,60
2021/9/17,0,-50,75
2021/9/17,3,70,50
2021/9/17,2,50,70
2021/9/17,2,-70,50
2021/9/17,1,70,40
2021/9/17,0,50,75
2021/9/17,4,70,80
2021/9/17,11,-70,80
2021/9/17,2,10,5
2021/9/17,0,-20,10
2021/9/17,1,75,40
2021/9/17,6,-70,20
2021/9/17,2,-40,30
2021/9/17,0,5,60
2021/9/17,1,-60,70
2021/9/17,2,10,30
2021/9/17,1,0,60
2021/9/17,3,60,75
2021/9/18,0,-40,70
2021/9/18,6,60,80
2021/9/18,1,-70,80
2021/9/18,9,70,90
2021/9/18,0,60,80
2021/9/18,3,-30,60
2021/9/18,4,50,30
2021/9/18,3,-70,60
2021/9/18,11,20,60
2021/9/18,1,-40,60
2021/9/18,2,10,20
2021/9/18,11,-80,70
2021/9/18,1,-10,40
2021/9/18,6,-80,10
2021/9/18,0,10,20
2021/9/18,1,-50,30
2021/9/19,1,45,60
2021/9/19,11,-60,80
2021/9/19,10,60,80
2021/9/19,0,-70,50
2021/9/19,1,70,20
2021/9/19,0,60,80
2021/9/19,8,30,70
2021/9/19,0,-20,50
2021/9/19,0,10,30
2021/9/19,3,-50,20
2021/9/19,4,30,70
2021/9/19,13,-30,70
2021/9/19,1,10,30
2021/9/19,16,-80,90
2021/9/19,4,75,50
2021/9/19,8,50,80
2021/9/19,0,-10,70
2021/9/19,3,-20,30
2021/9/19,25,30,70
2021/9/19,8,70,85
2021/9/19,0,-80,70
2021/9/20,1,60,40
2021/9/20,2,60,80
2021/9/20,2,-75,40
2021/9/20,0,-60,20
2021/9/20,1,70,30
2021/9/20,1,70,85
2021/9/20,6,-40,80
2021/9/20,8,40,75
2021/9/20,2,30,60
2021/9/20,2,70,50
2021/9/20,0,-50,80
2021/9/20,0,10,20
2021/9/20,0,-80,30
2021/9/20,3,0,20
2021/9/20,1,-70,40
2021/9/20,0,20,60
2021/9/20,0,40,70
2021/9/20,1,10,70
2021/9/20,0,-10,30
2021/9/20,0,60,50
2021/9/20,6,-70,80
2021/9/20,11,-40,80
2021/9/20,8,-15,70
2021/9/20,1,-70,30
2021/9/20,10,-30,70
2021/9/20,21,75,90
2021/9/20,1,60,80
2021/9/20,2,-70,40
2021/9/20,0,-70,20
2021/9/20,11,-70,40
2021/9/20,13,70,80
2021/9/20,1,-80,10
2021/9/20,2,-80,60
2021/9/21,0,-40,60
2021/9/21,4,-70,60
2021/9/21,0,-70,80
2021/9/21,6,15,65
2021/9/21,0,-60,80
2021/9/21,9,60,40
2021/9/21,1,-70,90
2021/9/21,8,-20,60
2021/9/21,2,-70,20
2021/9/21,2,-40,20
2021/9/21,0,-70,85
2021/9/21,7,40,70
2021/9/21,7,70,90
2021/9/21,0,30,70
2021/9/21,10,-80,90
2021/9/21,5,-60,80
2021/9/21,2,-70,50
2021/9/21,1,-70,60
2021/9/21,1,51,85
2021/9/21,1,10,60
2021/9/21,14,30,60
2021/9/21,1,-30,60
2021/9/21,1,-70,30
2021/9/21,11,55,80
2021/9/21,4,-70,60
2021/9/21,11,75,40
2021/9/21,1,75,90
2021/9/21,1,20,60
2021/9/21,2,65,80
2021/9/21,6,-80,70
2021/9/21,1,-80,45
2021/9/21,2,10,60
2021/9/21,2,60,70
2021/9/21,3,40,60
2021/9/21,2,30,70
2021/9/21,1,-80,15
2021/9/22,0,-20,75
2021/9/22,0,60,70
2021/9/22,19,60,80
2021/9/22,2,-80,60
2021/9/22,10,-10,20
2021/9/22,1,70,85
2021/9/22,3,-10,30
2021/9/22,5,-70,90
2021/9/22,4,-50,60
2021/9/22,11,-80,60
2021/9/22,0,60,80
2021/9/22,2,60,80
2021/9/22,0,-40,60
2021/9/22,0,80,95
2021/9/22,0,0,10
2021/9/22,0,-60,75
2021/9/22,3,-70,80
2021/9/23,0,-70,80
2021/9/23,0,-70,40
2021/9/23,0,-70,50
2021/9/23,12,60,75
2021/9/23,1,-70,60
2021/9/23,2,-90,40
2021/9/23,4,45,70
2021/9/23,9,-70,40
2021/9/23,7,65,80
2021/9/23,4,-60,85
2021/9/23,0,-80,60
2021/9/23,1,-40,70
2021/9/23,0,-70,60
2021/9/23,0,10,30
2021/9/23,2,-70,60
2021/9/23,0,0,50
2021/9/23,0,-90,70
2021/9/23,1,-70,60
