date,Response
2020-05-28 13:34:00,"Sentiment score: 50
Relatedness: 60"
2020-05-28 13:41:00,"Sentiment score: -80
Relatedness: 60"
2020-05-28 15:41:00,"Sentiment score: 0
Relatedness: 50"
2020-05-28 15:58:00,"Sentiment score: -70
Relatedness: 40"
2020-05-28 16:11:00,"Sentiment score: -80
Relatedness: 90"
2020-05-28 16:15:00,"Sentiment score: -10
Relatedness: 50"
2020-05-28 16:26:00,"Sentiment score: -80
Relatedness: 70"
2020-05-28 21:15:00,"Sentiment score: -40
Relatedness: 60"
2020-05-29 09:21:00,"Sentiment score: 50
Relatedness: 80"
2020-05-29 09:47:00,"Sentiment score: -70
Relatedness: 80"
2020-05-29 10:20:00,"Sentiment score: 15
Relatedness: 60"
2020-05-29 11:19:00,"Sentiment score: -70
Relatedness: 35"
2020-05-29 11:19:00,"Sentiment score: 5
Relatedness: 80"
2020-05-29 11:30:00,"Sentiment score: -75
Relatedness: 40"
2020-05-29 11:42:00,"Sentiment score: -60
Relatedness: 20"
2020-05-29 12:21:00,"Sentiment score: 0
Relatedness: 5"
2020-05-29 12:33:00,"Sentiment score: -70
Relatedness: 20"
2020-05-29 12:44:00,"Sentiment score: -80
Relatedness: 90"
2020-05-29 13:04:00,"Sentiment score: -70
Relatedness: 80"
2020-05-29 13:25:00,"Sentiment score: -60
Relatedness: 80"
2020-05-29 13:40:00,"Sentiment score: 50
Relatedness: 30"
2020-05-29 14:37:00,"Sentiment score: -80
Relatedness: 70"
2020-05-29 14:39:00,"Sentiment score: -70
Relatedness: 20"
2020-05-29 15:52:00,"Sentiment score: 10
Relatedness: 70"
2020-05-29 17:14:00,"Sentiment score: 20
Relatedness: 60"
2020-05-29 17:33:00,"Sentiment score: -70
Relatedness: 70"
2020-05-29 20:31:00,"Sentiment score: -10
Relatedness: 60"
2020-05-29 20:42:00,"Sentiment score: -70
Relatedness: 85"
2020-05-29 21:08:00,"Sentiment score: -15
Relatedness: 50"
2020-05-29 22:41:00,"Sentiment score: -70
Relatedness: 30"
2020-05-29 23:40:00,"Sentiment score: -50
Relatedness: 20"
2020-05-29 23:50:00,"Sentiment score: -50
Relatedness: 60"
2020-05-30 00:13:00,"Sentiment score: -70
Relatedness: 30"
2020-05-30 01:04:00,"Sentiment score: 60
Relatedness: 80"
2020-05-30 01:40:00,"Sentiment score: -80
Relatedness: 70"
2020-05-30 02:58:00,"Sentiment score: 50
Relatedness: 80"
2020-05-30 02:58:00,"Sentiment score: 50
Relatedness: 70"
2020-05-30 08:06:00,"Sentiment score: -80
Relatedness: 30"
2020-05-30 10:00:00,"Sentiment score: 10
Relatedness: 30"
2020-05-30 10:07:00,"Sentiment score: -70
Relatedness: 60"
2020-05-31 11:43:00,"Sentiment score: 0
Relatedness: 80"
2020-05-31 12:47:00,"Sentiment score: -60
Relatedness: 30"
2020-06-01 06:42:00,"Sentiment score: 0
Relatedness: 10"
2020-06-01 06:42:00,"Sentiment score: 0
Relatedness: 10"
2020-06-01 09:31:00,"Sentiment score: 60
Relatedness: 80"
2020-06-01 09:48:00,"Sentiment score: 0
Relatedness: 20"
2020-06-01 10:25:00,"Sentiment score: 50
Relatedness: 20"
2020-06-01 10:46:00,"Sentiment score: -50
Relatedness: 30"
2020-06-01 11:14:00,"Sentiment score: -80
Relatedness: 60"
2020-06-01 11:59:00,"Sentiment score: -70
Relatedness: 60"
2020-06-01 12:05:00,"Sentiment score: 50
Relatedness: 75"
2020-06-01 13:09:00,"Sentiment score: -50
Relatedness: 40"
2020-06-01 14:00:00,"Sentiment score: -80
Relatedness: 20"
2020-06-01 14:13:00,"Sentiment score: 10
Relatedness: 70"
2020-06-01 14:43:00,"Sentiment score: -30
Relatedness: 10"
2020-06-01 14:52:00,"Sentiment score: -60
Relatedness: 80"
2020-06-01 14:53:00,"Sentiment score: -80
Relatedness: 50"
2020-06-01 15:27:00,"Sentiment score: -80
Relatedness: 30"
2020-06-01 16:03:00,"Sentiment score: -80
Relatedness: 20"
2020-06-01 16:58:00,"Sentiment score: -25
Relatedness: 70"
2020-06-01 20:02:00,"Sentiment score: -80
Relatedness: 30"
2020-06-01 20:23:00,"Sentiment score: 80
Relatedness: 90"
2020-06-01 23:37:00,"Sentiment score: -70
Relatedness: 30"
2020-06-02 08:25:00,"Sentiment score: 20
Relatedness: 50"
2020-06-02 13:15:00,"Sentiment score: 10
Relatedness: 20"
2020-06-02 13:50:00,"Sentiment score: -70
Relatedness: 60"
2020-06-02 13:51:00,"Sentiment score: -70
Relatedness: 50"
2020-06-02 14:36:00,"Sentiment score: 50
Relatedness: 20"
2020-06-02 14:48:00,"Sentiment score: 0
Relatedness: 20"
2020-06-02 14:49:00,"Sentiment score: -60
Relatedness: 40"
2020-06-02 14:53:00,"Sentiment score: 0
Relatedness: 50"
2020-06-02 15:34:00,"Sentiment score: -80
Relatedness: 20"
2020-06-02 15:38:00,"Sentiment score: 0
Relatedness: 20"
2020-06-02 15:41:00,"Sentiment score: -70
Relatedness: 40"
2020-06-02 15:41:00,"Sentiment score: 5
Relatedness: 60"
2020-06-02 15:49:00,"Sentiment score: -30
Relatedness: 60"
2020-06-02 16:30:00,"Sentiment score: -67
Relatedness: 35"
2020-06-02 18:43:00,"Sentiment score: 60
Relatedness: 80"
2020-06-02 19:42:00,"Sentiment score: -70
Relatedness: 80"
2020-06-02 20:37:00,"Sentiment score: -80
Relatedness: 10"
2020-06-02 20:48:00,"Sentiment score: 50
Relatedness: 20"
2020-06-02 22:37:00,"Sentiment score: -20
Relatedness: 60"
2020-06-03 08:36:00,"Sentiment score: 70
Relatedness: 10"
2020-06-03 09:32:00,"Sentiment score: 10
Relatedness: 50"
2020-06-03 10:10:00,"Sentiment score: -70
Relatedness: 90"
2020-06-03 10:13:00,"Sentiment score: -80
Relatedness: 70"
2020-06-03 10:16:00,"Sentiment score: 60
Relatedness: 80"
2020-06-03 10:31:00,"Sentiment score: 75
Relatedness: 90"
2020-06-03 10:47:00,"Sentiment score: 50
Relatedness: 80"
2020-06-03 10:54:00,"Sentiment score: -70
Relatedness: 80"
2020-06-03 10:55:00,"Sentiment score: -60
Relatedness: 10"
2020-06-03 11:05:00,"Sentiment score: -80
Relatedness: 5"
2020-06-03 11:07:00,"Sentiment score: 60
Relatedness: 20"
2020-06-03 11:09:00,"Sentiment score: 80
Relatedness: 60"
2020-06-03 11:28:00,"Sentiment score: -70
Relatedness: 50"
2020-06-03 11:30:00,"Sentiment score: -70
Relatedness: 30"
2020-06-03 12:02:00,"Sentiment score: 40
Relatedness: 70"
2020-06-03 12:03:00,"Sentiment score: -80
Relatedness: 60"
2020-06-03 12:14:00,"Sentiment score: 20
Relatedness: 60"
2020-06-03 12:28:00,"Sentiment score: 60
Relatedness: 80"
2020-06-03 12:37:00,"Sentiment score: -80
Relatedness: 50"
2020-06-03 12:49:00,"Sentiment score: 20
Relatedness: 75"
2020-06-03 13:11:00,"Sentiment score: -60
Relatedness: 20"
2020-06-03 13:37:00,"Sentiment score: -60
Relatedness: 80"
2020-06-03 14:05:00,"Sentiment score: 0
Relatedness: 30"
2020-06-03 14:42:00,"Sentiment score: 20
Relatedness: 50"
2020-06-03 14:52:00,"Sentiment score: -70
Relatedness: 20"
2020-06-03 15:26:00,"Sentiment score: 20
Relatedness: 60"
2020-06-03 15:30:00,"Sentiment score: 60
Relatedness: 20"
2020-06-03 15:32:00,"Sentiment score: -90
Relatedness: 30"
2020-06-03 16:30:00,"Sentiment score: -30
Relatedness: 70"
2020-06-03 17:06:00,"Sentiment score: -80
Relatedness: 20"
2020-06-03 17:14:00,"Sentiment score: 0
Relatedness: 10"
2020-06-03 17:25:00,"Sentiment score: -80
Relatedness: 60"
2020-06-03 17:32:00,"Sentiment score: -70
Relatedness: 20"
2020-06-03 22:14:00,"Sentiment score: 60
Relatedness: 30"
2020-06-04 01:50:00,"Sentiment score: 30
Relatedness: 70"
2020-06-04 09:34:00,"Sentiment score: 50
Relatedness: 25"
2020-06-04 09:38:00,"Sentiment score: -50
Relatedness: 30"
2020-06-04 10:50:00,"Sentiment score: -90
Relatedness: 10"
2020-06-04 10:53:00,"Sentiment score: 80
Relatedness: 70"
2020-06-04 11:33:00,"Sentiment score: -80
Relatedness: 30"
2020-06-04 11:42:00,"Sentiment score: -80
Relatedness: 90"
2020-06-04 11:51:00,"Sentiment score: 0
Relatedness: 70"
2020-06-04 12:39:00,"Sentiment score: -70
Relatedness: 20"
2020-06-04 13:16:00,"Sentiment score: -70
Relatedness: 80"
2020-06-04 13:19:00,"Sentiment score: -70
Relatedness: 90"
2020-06-04 13:29:00,"Sentiment score: -50
Relatedness: 80"
2020-06-04 13:50:00,"Sentiment score: 50
Relatedness: 20"
2020-06-04 14:04:00,"Sentiment score: 5
Relatedness: 70"
2020-06-04 14:30:00,"Sentiment score: -80
Relatedness: 60"
2020-06-04 14:33:00,"Sentiment score: -80
Relatedness: 60"
2020-06-04 14:39:00,"Sentiment score: 70
Relatedness: 85"
2020-06-04 14:47:00,"Sentiment score: -70
Relatedness: 50"
2020-06-04 15:07:00,"Sentiment score: -50
Relatedness: 70"
2020-06-04 15:09:00,"Sentiment score: -70
Relatedness: 50"
2020-06-04 15:15:00,"Sentiment score: -40
Relatedness: 60"
2020-06-04 15:47:00,"Sentiment score: -30
Relatedness: 60"
2020-06-04 16:02:00,"Sentiment score: -70
Relatedness: 10"
2020-06-04 16:24:00,"Sentiment score: -80
Relatedness: 60"
2020-06-04 23:37:00,"Sentiment score: 30
Relatedness: 50"
2020-06-04 23:57:00,"Sentiment score: -20
Relatedness: 50"
2020-06-05 02:25:00,"Sentiment score: -80
Relatedness: 60"
2020-06-05 02:28:00,"Sentiment score: 0
Relatedness: 70"
2020-06-05 07:56:00,"Sentiment score: -70
Relatedness: 60"
2020-06-05 09:40:00,"Sentiment score: -70
Relatedness: 30"
2020-06-05 11:09:00,"Sentiment score: -80
Relatedness: 20"
2020-06-05 11:16:00,"Sentiment score: 70
Relatedness: 50"
2020-06-05 11:19:00,"Sentiment score: -70
Relatedness: 60"
2020-06-05 11:54:00,"Sentiment score: -70
Relatedness: 60"
2020-06-05 11:55:00,"Sentiment score: -60
Relatedness: 70"
2020-06-05 12:19:00,"Sentiment score: -50
Relatedness: 70"
2020-06-05 12:30:00,"Sentiment score: -70
Relatedness: 60"
2020-06-05 12:36:00,"Sentiment score: 30
Relatedness: 50"
2020-06-05 12:40:00,"Sentiment score: -70
Relatedness: 80"
2020-06-05 13:15:00,"Sentiment score: -65
Relatedness: 80"
2020-06-05 13:58:00,"Sentiment score: -70
Relatedness: 80"
2020-06-05 14:46:00,"Sentiment score: 0
Relatedness: 80"
2020-06-05 14:53:00,"Sentiment score: 0
Relatedness: 40"
2020-06-05 15:02:00,"Sentiment score: -20
Relatedness: 50"
2020-06-05 15:29:00,"Sentiment score: -80
Relatedness: 60"
2020-06-05 16:26:00,"Sentiment score: -70
Relatedness: 60"
2020-06-05 17:34:00,"Sentiment score: -90
Relatedness: 10"
2020-06-05 18:58:00,"Sentiment score: 70
Relatedness: 20"
2020-06-05 20:24:00,"Sentiment score: -70
Relatedness: 30"
2020-06-05 20:35:00,"Sentiment score: -10
Relatedness: 80"
2020-06-05 21:03:00,"Sentiment score: -80
Relatedness: 40"
2020-06-05 22:27:00,"Sentiment score: 0
Relatedness: 80"
2020-06-05 22:29:00,"Sentiment score: 0
Relatedness: 70"
2020-06-05 22:46:00,"Sentiment score: -60
Relatedness: 50"
2020-06-06 00:27:00,"Sentiment score: -80
Relatedness: 80"
2020-06-06 11:55:00,"Sentiment score: -70
Relatedness: 20"
2020-06-06 12:24:00,"Sentiment score: -70
Relatedness: 30"
2020-06-06 13:19:00,"Sentiment score: 50
Relatedness: 70"
2020-06-06 14:29:00,"Sentiment score: 20
Relatedness: 70"
2020-06-06 15:00:00,"Sentiment score: 20
Relatedness: 70"
2020-06-06 15:00:00,"Sentiment score: 60
Relatedness: 70"
2020-06-06 15:13:00,"Sentiment score: -30
Relatedness: 70"
2020-06-06 20:08:00,"Sentiment score: 65
Relatedness: 80"
2020-06-06 20:25:00,"Sentiment score: 0
Relatedness: 30"
2020-06-06 21:48:00,"Sentiment score: 0
Relatedness: 40"
2020-06-07 06:53:00,"Sentiment score: -60
Relatedness: 80"
2020-06-07 10:41:00,"Sentiment score: 85
Relatedness: 70"
2020-06-07 11:08:00,"Sentiment score: -50
Relatedness: 20"
2020-06-07 11:12:00,"Sentiment score: -40
Relatedness: 85"
2020-06-07 13:03:00,"Sentiment score: -70
Relatedness: 80"
2020-06-07 14:48:00,"Sentiment score: -85
Relatedness: 75"
2020-06-07 17:25:00,"Sentiment score: 0
Relatedness: 20"
2020-06-08 02:21:00,"Sentiment score: -10
Relatedness: 60"
2020-06-08 09:36:00,"Sentiment score: 0
Relatedness: 10"
2020-06-08 09:48:00,"Sentiment score: -60
Relatedness: 50"
2020-06-08 09:54:00,"Sentiment score: 20
Relatedness: 70"
2020-06-08 10:05:00,"Sentiment score: -80
Relatedness: 20"
2020-06-08 10:08:00,"Sentiment score: -20
Relatedness: 50"
2020-06-08 10:34:00,"Sentiment score: -80
Relatedness: 70"
2020-06-08 10:35:00,"Sentiment score: 0
Relatedness: 50"
2020-06-08 10:42:00,"Sentiment score: 50
Relatedness: 10"
2020-06-08 10:50:00,"Sentiment score: -30
Relatedness: 20"
2020-06-08 10:58:00,"Sentiment score: 20
Relatedness: 40"
2020-06-08 11:04:00,"Sentiment score: 70
Relatedness: 90"
2020-06-08 11:21:00,"Sentiment score: 60
Relatedness: 80"
2020-06-08 12:24:00,"Sentiment score: 20
Relatedness: 10"
2020-06-08 12:33:00,"Sentiment score: 20
Relatedness: 40"
2020-06-08 12:55:00,"Sentiment score: 0
Relatedness: 30"
2020-06-08 13:00:00,"Sentiment score: -80
Relatedness: 30"
2020-06-08 13:28:00,"Sentiment score: 50
Relatedness: 20"
2020-06-08 13:29:00,"Sentiment score: -50
Relatedness: 20"
2020-06-08 14:18:00,"Sentiment score: 10
Relatedness: 30"
2020-06-08 14:37:00,"Sentiment score: -20
Relatedness: 30"
2020-06-08 14:38:00,"Sentiment score: 50
Relatedness: 80"
2020-06-08 14:39:00,"Sentiment score: 60
Relatedness: 80"
2020-06-08 14:55:00,"Sentiment score: -20
Relatedness: 50"
2020-06-08 15:03:00,"Sentiment score: -80
Relatedness: 20"
2020-06-08 15:47:00,"Sentiment score: -70
Relatedness: 60"
2020-06-08 15:53:00,"Sentiment score: 0
Relatedness: 30"
2020-06-08 16:25:00,"Sentiment score: -80
Relatedness: 10"
2020-06-08 19:48:00,"Sentiment score: 10
Relatedness: 70"
2020-06-08 19:52:00,"Sentiment score: 80
Relatedness: 70"
2020-06-08 20:14:00,"Sentiment score: -80
Relatedness: 60"
2020-06-08 20:26:00,"Sentiment score: 70
Relatedness: 80"
2020-06-08 21:04:00,"Sentiment score: -70
Relatedness: 80"
2020-06-08 21:07:00,"Sentiment score: -70
Relatedness: 40"
2020-06-08 21:26:00,"Sentiment score: -10
Relatedness: 30"
2020-06-08 22:20:00,"Sentiment score: -60
Relatedness: 80"
2020-06-08 22:32:00,"Sentiment score: 80
Relatedness: 90"
2020-06-08 23:10:00,"Sentiment score: 20
Relatedness: 80"
2020-06-08 23:32:00,"Sentiment score: 80
Relatedness: 90"
2020-06-09 00:19:00,"Sentiment score: 75
Relatedness: 90"
2020-06-09 01:51:00,"Sentiment score: 60
Relatedness: 80"
2020-06-09 02:18:00,"Sentiment score: -80
Relatedness: 60"
2020-06-09 08:46:00,"Sentiment score: -80
Relatedness: 10"
2020-06-09 09:16:00,"Sentiment score: 65
Relatedness: 50"
2020-06-09 09:55:00,"Sentiment score: -50
Relatedness: 20"
2020-06-09 10:52:00,"Sentiment score: 0
Relatedness: 20"
2020-06-09 10:58:00,"Sentiment score: -70
Relatedness: 85"
2020-06-09 11:25:00,"Sentiment score: 60
Relatedness: 30"
2020-06-09 11:54:00,"Sentiment score: -70
Relatedness: 10"
2020-06-09 11:57:00,"Sentiment score: 50
Relatedness: 90"
2020-06-09 11:58:00,"Sentiment score: -70
Relatedness: 40"
2020-06-09 13:07:00,"Sentiment score: 80
Relatedness: 90"
2020-06-09 13:36:00,"Sentiment score: 10
Relatedness: 20"
2020-06-09 13:59:00,"Sentiment score: 60
Relatedness: 30"
2020-06-09 14:26:00,"Sentiment score: 10
Relatedness: 50"
2020-06-09 14:31:00,"Sentiment score: -20
Relatedness: 40"
2020-06-09 14:36:00,"Sentiment score: -80
Relatedness: 50"
2020-06-09 14:44:00,"Sentiment score: -90
Relatedness: 85"
2020-06-09 14:53:00,"Sentiment score: -70
Relatedness: 50"
2020-06-09 15:00:00,"Sentiment score: 0
Relatedness: 60"
2020-06-09 15:08:00,"Sentiment score: 0
Relatedness: 10"
2020-06-09 15:08:00,"Sentiment score: 50
Relatedness: 70"
2020-06-09 15:29:00,"Sentiment score: 10
Relatedness: 80"
2020-06-09 15:30:00,"Sentiment score: 20
Relatedness: 60"
2020-06-09 15:32:00,"Sentiment score: -60
Relatedness: 80"
2020-06-09 15:35:00,"Sentiment score: -70
Relatedness: 40"
2020-06-09 15:48:00,"Sentiment score: -50
Relatedness: 75"
2020-06-09 16:02:00,"Sentiment score: -70
Relatedness: 50"
2020-06-09 16:26:00,"Sentiment score: -90
Relatedness: 30"
2020-06-09 20:01:00,"Sentiment score: -70
Relatedness: 60"
2020-06-09 21:06:00,"Sentiment score: -80
Relatedness: 20"
2020-06-09 21:25:00,"Sentiment score: 70
Relatedness: 80"
2020-06-09 21:42:00,"Sentiment score: -70
Relatedness: 20"
2020-06-09 21:58:00,"Sentiment score: 85
Relatedness: 90"
2020-06-09 23:21:00,"Sentiment score: -80
Relatedness: 60"
2020-06-10 02:40:00,"Sentiment score: -60
Relatedness: 30"
2020-06-10 09:11:00,"Sentiment score: -80
Relatedness: 70"
2020-06-10 09:11:00,"Sentiment score: 80
Relatedness: 70"
2020-06-10 09:29:00,"Sentiment score: 0
Relatedness: 50"
2020-06-10 09:38:00,"Sentiment score: 0
Relatedness: 30"
2020-06-10 09:53:00,"Sentiment score: -70
Relatedness: 30"
2020-06-10 10:19:00,"Sentiment score: -20
Relatedness: 60"
2020-06-10 10:21:00,"Sentiment score: 60
Relatedness: 80"
2020-06-10 10:56:00,"Sentiment score: -70
Relatedness: 80"
2020-06-10 10:57:00,"Sentiment score: 0
Relatedness: 20"
2020-06-10 11:11:00,"Sentiment score: -60
Relatedness: 60"
2020-06-10 11:16:00,"Sentiment score: -75
Relatedness: 40"
2020-06-10 11:18:00,"Sentiment score: -15
Relatedness: 5"
2020-06-10 11:33:00,"Sentiment score: 70
Relatedness: 30"
2020-06-10 11:38:00,"Sentiment score: -70
Relatedness: 30"
2020-06-10 11:39:00,"Sentiment score: -50
Relatedness: 30"
2020-06-10 11:52:00,"Sentiment score: -70
Relatedness: 30"
2020-06-10 12:23:00,"Sentiment score: -70
Relatedness: 30"
2020-06-10 12:26:00,"Sentiment score: 50
Relatedness: 20"
2020-06-10 12:58:00,"Sentiment score: 80
Relatedness: 90"
2020-06-10 14:34:00,"Sentiment score: 30
Relatedness: 60"
2020-06-10 14:50:00,"Sentiment score: 80
Relatedness: 70"
2020-06-10 15:07:00,"Sentiment score: 70
Relatedness: 80"
2020-06-10 15:30:00,"Sentiment score: -80
Relatedness: 20"
2020-06-10 15:53:00,"Sentiment score: 70
Relatedness: 90"
2020-06-10 21:04:00,"Sentiment score: -75
Relatedness: 90"
2020-06-10 21:53:00,"Sentiment score: -70
Relatedness: 20"
2020-06-10 22:00:00,"Sentiment score: 75
Relatedness: 90"
2020-06-10 22:53:00,"Sentiment score: -80
Relatedness: 60"
2020-06-10 23:57:00,"Sentiment score: -70
Relatedness: 20"
2020-06-11 01:53:00,"Sentiment score: -80
Relatedness: 60"
2020-06-11 01:53:00,"Sentiment score: -80
Relatedness: 90"
2020-06-11 03:32:00,"Sentiment score: 80
Relatedness: 20"
2020-06-11 04:22:00,"Sentiment score: 70
Relatedness: 85"
2020-06-11 09:34:00,"Sentiment score: 0
Relatedness: 50"
2020-06-11 09:34:00,"Sentiment score: 0
Relatedness: 20"
2020-06-11 09:57:00,"Sentiment score: -70
Relatedness: 60"
2020-06-11 10:11:00,"Sentiment score: -20
Relatedness: 30"
2020-06-11 10:34:00,"Sentiment score: 70
Relatedness: 50"
2020-06-11 10:56:00,"Sentiment score: -10
Relatedness: 60"
2020-06-11 10:59:00,"Sentiment score: -70
Relatedness: 60"
2020-06-11 10:59:00,"Sentiment score: -60
Relatedness: 80"
2020-06-11 13:58:00,"Sentiment score: 10
Relatedness: 20"
2020-06-11 14:13:00,"Sentiment score: -80
Relatedness: 70"
2020-06-11 14:32:00,"Sentiment score: -50
Relatedness: 30"
2020-06-11 14:44:00,"Sentiment score: 70
Relatedness: 90"
2020-06-11 14:58:00,"Sentiment score: 80
Relatedness: 70"
2020-06-11 14:59:00,"Sentiment score: -80
Relatedness: 20"
2020-06-11 15:01:00,"Sentiment score: -80
Relatedness: 30"
2020-06-11 15:27:00,"Sentiment score: -20
Relatedness: 40"
2020-06-11 15:32:00,"Sentiment score: 70
Relatedness: 80"
2020-06-11 16:26:00,"Sentiment score: 80
Relatedness: 90"
2020-06-11 22:53:00,"Sentiment score: 60
Relatedness: 10"
2020-06-12 01:20:00,"Sentiment score: 20
Relatedness: 70"
2020-06-12 03:18:00,"Sentiment score: -70
Relatedness: 85"
2020-06-12 03:37:00,"Sentiment score: -70
Relatedness: 90"
2020-06-12 03:38:00,"Sentiment score: -80
Relatedness: 60"
2020-06-12 06:39:00,"Sentiment score: 50
Relatedness: 70"
2020-06-12 07:52:00,"Sentiment score: 0
Relatedness: 20"
2020-06-12 10:04:00,"Sentiment score: 10
Relatedness: 5"
2020-06-12 10:36:00,"Sentiment score: -75
Relatedness: 30"
2020-06-12 10:45:00,"Sentiment score: -70
Relatedness: 60"
2020-06-12 11:46:00,"Sentiment score: 0
Relatedness: 50"
2020-06-12 11:49:00,"Sentiment score: -30
Relatedness: 70"
2020-06-12 12:21:00,"Sentiment score: 50
Relatedness: 75"
2020-06-12 13:25:00,"Sentiment score: 10
Relatedness: 30"
2020-06-12 13:30:00,"Sentiment score: -50
Relatedness: 80"
2020-06-12 14:39:00,"Sentiment score: -70
Relatedness: 60"
2020-06-12 14:56:00,"Sentiment score: -30
Relatedness: 60"
2020-06-12 14:58:00,"Sentiment score: -80
Relatedness: 10"
2020-06-12 15:08:00,"Sentiment score: 70
Relatedness: 50"
2020-06-12 15:20:00,"Sentiment score: 60
Relatedness: 70"
2020-06-12 15:31:00,"Sentiment score: 65
Relatedness: 80"
2020-06-12 15:33:00,"Sentiment score: 0
Relatedness: 20"
2020-06-12 15:38:00,"Sentiment score: 60
Relatedness: 80"
2020-06-12 15:46:00,"Sentiment score: 50
Relatedness: 90"
2020-06-12 15:46:00,"Sentiment score: -30
Relatedness: 10"
2020-06-12 16:09:00,"Sentiment score: 10
Relatedness: 20"
2020-06-12 16:18:00,"Sentiment score: 60
Relatedness: 80"
2020-06-12 16:29:00,"Sentiment score: -70
Relatedness: 20"
2020-06-12 17:53:00,"Sentiment score: 50
Relatedness: 70"
2020-06-12 18:13:00,"Sentiment score: 50
Relatedness: 70"
2020-06-13 13:59:00,"Sentiment score: 80
Relatedness: 90"
2020-06-13 15:47:00,"Sentiment score: 80
Relatedness: 90"
2020-06-14 06:24:00,"Sentiment score: 50
Relatedness: 70"
2020-06-14 14:39:00,"Sentiment score: 20
Relatedness: 50"
2020-06-14 14:39:00,"Sentiment score: -60
Relatedness: 20"
2020-06-14 14:41:00,"Sentiment score: 0
Relatedness: 10"
2020-06-14 17:36:00,"Sentiment score: 80
Relatedness: 20"
2020-06-15 07:20:00,"Sentiment score: 0
Relatedness: 80"
2020-06-15 10:05:00,"Sentiment score: -70
Relatedness: 30"
2020-06-15 10:24:00,"Sentiment score: 70
Relatedness: 80"
2020-06-15 10:48:00,"Sentiment score: -30
Relatedness: 60"
2020-06-15 11:25:00,"Sentiment score: 0
Relatedness: 20"
2020-06-15 12:14:00,"Sentiment score: 80
Relatedness: 90"
2020-06-15 13:07:00,"Sentiment score: -70
Relatedness: 50"
2020-06-15 13:27:00,"Sentiment score: 70
Relatedness: 20"
2020-06-15 13:29:00,"Sentiment score: -70
Relatedness: 50"
2020-06-15 13:37:00,"Sentiment score: -60
Relatedness: 20"
2020-06-15 15:13:00,"Sentiment score: -20
Relatedness: 60"
2020-06-15 15:24:00,"Sentiment score: 60
Relatedness: 80"
2020-06-15 18:52:00,"Sentiment score: 10
Relatedness: 20"
2020-06-15 22:30:00,"Sentiment score: 73
Relatedness: 70"
2020-06-16 09:45:00,"Sentiment score: -20
Relatedness: 50"
2020-06-16 09:52:00,"Sentiment score: 10
Relatedness: 20"
2020-06-16 10:15:00,"Sentiment score: 80
Relatedness: 60"
2020-06-16 10:26:00,"Sentiment score: -70
Relatedness: 20"
2020-06-16 12:01:00,"Sentiment score: 0
Relatedness: 50"
2020-06-16 13:26:00,"Sentiment score: 70
Relatedness: 40"
2020-06-16 13:49:00,"Sentiment score: 60
Relatedness: 20"
2020-06-16 14:13:00,"Sentiment score: -80
Relatedness: 20"
2020-06-16 14:20:00,"Sentiment score: 0
Relatedness: 60"
2020-06-16 14:39:00,"Sentiment score: -70
Relatedness: 60"
2020-06-16 15:15:00,"Sentiment score: 0
Relatedness: 50"
2020-06-16 15:27:00,"Sentiment score: 60
Relatedness: 40"
2020-06-16 15:31:00,"Sentiment score: 50
Relatedness: 70"
2020-06-16 15:47:00,"Sentiment score: 70
Relatedness: 80"
2020-06-16 21:58:00,"Sentiment score: -80
Relatedness: 60"
2020-06-16 23:07:00,"Sentiment score: -70
Relatedness: 20"
2020-06-17 07:29:00,"Sentiment score: 50
Relatedness: 20"
2020-06-17 10:45:00,"Sentiment score: -80
Relatedness: 60"
2020-06-17 11:04:00,"Sentiment score: 20
Relatedness: 60"
2020-06-17 11:05:00,"Sentiment score: 20
Relatedness: 50"
2020-06-17 13:34:00,"Sentiment score: 50
Relatedness: 80"
2020-06-17 14:30:00,"Sentiment score: -80
Relatedness: 20"
2020-06-17 15:23:00,"Sentiment score: 0
Relatedness: 50"
2020-06-17 20:39:00,"Sentiment score: -60
Relatedness: 20"
2020-06-17 20:40:00,"Sentiment score: -10
Relatedness: 75"
2020-06-17 21:02:00,"Sentiment score: -70
Relatedness: 80"
2020-06-17 21:44:00,"Sentiment score: 60
Relatedness: 70"
2020-06-17 22:08:00,"Sentiment score: -50
Relatedness: 30"
2020-06-17 22:10:00,"Sentiment score: -60
Relatedness: 85"
2020-06-18 07:30:00,"Sentiment score: 0
Relatedness: 20"
2020-06-18 10:16:00,"Sentiment score: -80
Relatedness: 20"
2020-06-18 11:47:00,"Sentiment score: 50
Relatedness: 70"
2020-06-18 13:48:00,"Sentiment score: 10
Relatedness: 50"
2020-06-18 13:49:00,"Sentiment score: 70
Relatedness: 50"
2020-06-18 15:15:00,"Sentiment score: 50
Relatedness: 20"
2020-06-19 06:01:00,"Sentiment score: 50
Relatedness: 90"
2020-06-19 09:44:00,"Sentiment score: 20
Relatedness: 50"
2020-06-19 10:36:00,"Sentiment score: -60
Relatedness: 20"
2020-06-19 10:37:00,"Sentiment score: 10
Relatedness: 70"
2020-06-19 11:44:00,"Sentiment score: -70
Relatedness: 60"
2020-06-19 14:40:00,"Sentiment score: -70
Relatedness: 30"
2020-06-19 14:41:00,"Sentiment score: -70
Relatedness: 30"
2020-06-19 14:58:00,"Sentiment score: -90
Relatedness: 20"
2020-06-19 15:44:00,"Sentiment score: 50
Relatedness: 70"
2020-06-19 19:55:00,"Sentiment score: -70
Relatedness: 60"
